country,transactionId,transactionRevenue,v2ProductName,v2ProductCategory,productPrice,productQuantity
United States,ORD201609211879,35.74,Rubber Grip Ballpoint Pen 4 Pack,(not set),3.99,1
Canada,ORD201609221359,32.99,Google Vintage Henley Grey/Black,(not set),23.99,1
United States,ORD201609221420,225.6,YouTube Leatherette Notebook Combo,(not set),5.59,40
United States,ORD201609221424,54.7,Google Ballpoint Pen Black,(not set),1.59,30
United States,ORD201609221430,22.99,Google Men's Performance Tee Gunmetal,(not set),21.99,1
United States,ORD201609221447,25.99,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),16.99,1
United States,ORD201609221459,577.8,Google Metallic Notebook Set,(not set),4.79,120
United States,ORD201609221500,15.59,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),13.59,1
United States,ORD201609221518,256.88,Micro Wireless Earbud,(not set),31.99,1
United States,ORD201609221518,256.88,Google Men's Skater Tee Grey,(not set),15.99,1
United States,ORD201609221518,256.88,Google Accent Insulated Stainless Steel Bottle,(not set),19.99,10
United States,ORD201609221524,41.99,Google Heavyweight Long Sleeve Hero Tee Navy,(not set),39.99,1
United States,ORD201609221558,35.18,Google Women's Short Sleeve Performance Tee Black,(not set),17.59,1
United States,ORD201609221558,35.18,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),13.59,1
United States,ORD201609221607,15.59,Google Men's 100% Cotton Short Sleeve Hero Tee White,(not set),13.59,1
United States,ORD201609221637,55.18,Google Women's Tee Purple,(not set),19.19,1
United States,ORD201609221637,55.18,Google Heavyweight Long Sleeve Hero Tee Burgundy,(not set),31.99,1
United States,ORD201609221640,367.39,Google Metallic Notebook Set,(not set),5.99,61
United States,ORD201609221646,27.98,YouTube Custom Decals,(not set),1.99,1
United States,ORD201609221646,27.98,YouTube Men's Short Sleeve Hero Tee Black,(not set),16.99,1
United States,ORD201609221649,57.57,Google Men's Pullover Hoodie,(not set),41.59,1
United States,ORD201609221649,57.57,Crunch-It Dog Toy,(not set),3.99,1
United States,ORD201609221649,57.57,Google Collapsible Pet Bowl,(not set),3.99,1
United States,ORD201609221656,101.6,Google 22 oz Water Bottle,(not set),2.39,20
United States,ORD201609221656,101.6,Google 22 oz Water Bottle,(not set),2.39,20
United States,ORD201609221659,21.99,Google Infant Short Sleeve Tee White,(not set),16.99,1
United States,ORD201609221664,61.97,Google Laptop and Cell Phone Stickers,(not set),1.59,1
United States,ORD201609221664,61.97,Google Men's  Zip Hoodie,(not set),44.79,1
United States,ORD201609221664,61.97,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),13.59,1
United States,ORD201609221690,39.99,Badge Holder,(not set),1.59,1
United States,ORD201609221690,39.99,Google Sunglasses,(not set),2.8,3
United States,ORD201609221690,39.99,Google Sunglasses,(not set),2.8,3
United States,ORD201609221690,39.99,Google Sunglasses,(not set),2.8,3
United States,ORD201609221690,39.99,Google Sunglasses,(not set),2.8,4
United States,ORD201609221701,44.96,YouTube Leatherette Notebook Combo,(not set),6.99,2
United States,ORD201609221701,44.96,YouTube Twill Cap,(not set),10.99,1
United States,ORD201609221701,44.96,YouTube Men's Short Sleeve Hero Tee Black,(not set),16.99,1
United States,ORD201609221702,38.18,Android BTTF Moonshot Graphic Tee,(not set),15.99,1
United States,ORD201609221702,38.18,Google Women's Short Sleeve Hero Tee Red Heather,(not set),15.19,1
United States,ORD201609221718,143.9,Google Tube Power Bank,(not set),13.59,10
United States,ORD201609221720,81.99,Google Laptop Backpack,(not set),79.99,1
United States,ORD201609222580,55.37,Google Women's Short Sleeve Shirt Red,(not set),15.19,1
United States,ORD201609222580,55.37,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),13.59,1
United States,ORD201609222580,55.37,Google Stretch Fit Hat M/L Navy,(not set),17.59,1
United States,ORD201609221729,93.76,Reusable Shopping Bag,(not set),3.5,2
United States,ORD201609221729,93.76,22 oz Android Bottle,(not set),2.99,3
United States,ORD201609221729,93.76,Google 22 oz Water Bottle,(not set),2.99,3
United States,ORD201609221729,93.76,Maze Pen,(not set),0.99,6
United States,ORD201609221729,93.76,Pen Pencil & Highlighter Set,(not set),3.99,3
United States,ORD201609221729,93.76,Google Laptop and Cell Phone Stickers,(not set),1.99,5
United States,ORD201609221729,93.76,Leatherette Journal,(not set),10.99,2
United States,ORD201609221729,93.76,Ballpoint Pen & Matching Tube Case,(not set),5.99,2
United States,ORD201609221729,93.76,7&quot; Dog Frisbee,(not set),1.5,2
United States,ORD201609221729,93.76,7&quot; Dog Frisbee,(not set),1.5,2
United States,ORD201609221730,186.73,YouTube Leatherette Notebook Combo,(not set),6.99,2
United States,ORD201609221730,186.73,Pen Pencil & Highlighter Set,(not set),3.99,2
United States,ORD201609221730,186.73,Ballpoint LED Light Pen,(not set),2.5,5
United States,ORD201609221730,186.73,Four Color Retractable Pen,(not set),2.99,2
United States,ORD201609221730,186.73,Retractable Ballpoint Pen Red,(not set),1.25,10
United States,ORD201609221730,186.73,Executive Twist Ballpoint Pen,(not set),8.99,2
United States,ORD201609221730,186.73,Ballpoint Pen Blue,(not set),0.99,10
United States,ORD201609221730,186.73,YouTube Custom Decals,(not set),1.99,2
United States,ORD201609221730,186.73,Google Laptop and Cell Phone Stickers,(not set),1.99,2
United States,ORD201609221730,186.73,YouTube Trucker Hat,(not set),21.99,1
United States,ORD201609221730,186.73,Leatherette Journal,(not set),10.99,1
United States,ORD201609221730,186.73,Google Youth Short Sleeve Tee Red,(not set),18.99,1
United States,ORD201609221730,186.73,Google Toddler Short Sleeve Tee Red,(not set),16.99,1
United States,ORD201609221730,186.73,Google Onesie Red,(not set),23.99,1
United States,ORD201609221731,95.42,Crunch-It Dog Toy,(not set),4.99,1
United States,ORD201609221731,95.42,Google Collapsible Pet Bowl,(not set),4.99,1
United States,ORD201609221731,95.42,Fashion Sunglasses & Pouch,(not set),4.5,2
United States,ORD201609221731,95.42,Galaxy Screen Cleaning Cloth,(not set),1.99,1
United States,ORD201609221731,95.42,1 oz Hand Sanitizer,(not set),1.99,1
United States,ORD201609221731,95.42,SPF-15 Slim & Slender Lip Balm,(not set),2.5,3
United States,ORD201609221731,95.42,Google Canvas Tote Natural/Navy,(not set),15.99,1
United States,ORD201609221731,95.42,YouTube Leatherette Notebook Combo,(not set),6.99,1
United States,ORD201609221731,95.42,Women's YouTube Short Sleeve Hero Tee Black,(not set),16.99,1
United States,ORD201609221731,95.42,YouTube Womens 3/4 Sleeve Baseball Raglan White/Black,(not set),19.99,1
United States,ORD201609221732,36.96,Windup Android,(not set),3.19,2
United States,ORD201609221732,36.96,YouTube Leatherette Notebook Combo,(not set),5.59,1
United States,ORD201609221732,36.96,26 oz Double Wall Insulated Bottle,(not set),19.99,1
United States,ORD201609221734,39.46,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609221734,39.46,Badge Holder,(not set),1.99,1
United States,ORD201609221734,39.46,Red Shine 15 oz Mug,(not set),12.99,1
United States,ORD201609221734,39.46,Red Spiral Google Notebook,(not set),9.99,1
United States,ORD201609221734,39.46,SPF-15 Slim & Slender Lip Balm,(not set),2.5,1
United States,ORD201609221734,39.46,Keyboard DOT Sticker,(not set),1.5,1
United States,ORD201609221734,39.46,Reusable Shopping Bag,(not set),3.5,1
Canada,ORD201609221736,239.06,Yoga Mat Purple,(not set),21.59,1
Canada,ORD201609221736,239.06,YouTube Leatherette Notebook Combo,(not set),5.59,6
Canada,ORD201609221736,239.06,Google Pocket Bluetooth Speaker,(not set),22.39,2
Canada,ORD201609221736,239.06,24 oz YouTube Sergeant Stripe Bottle,(not set),6.39,3
Canada,ORD201609221736,239.06,Google Bongo Cupholder Bluetooth Speaker,(not set),47.99,1
Canada,ORD201609221736,239.06,Compact Bluetooth Speaker,(not set),63.99,1
United States,ORD201609221740,166.64,Foam Can and Bottle Cooler,(not set),1.59,6
United States,ORD201609221740,166.64,Google 17oz Stainless Steel Sport Bottle,(not set),15.19,4
United States,ORD201609221740,166.64,Google Men's Bayside Graphic Tee,(not set),15.99,2
United States,ORD201609221740,166.64,Google Women's Short Sleeve Shirt Red,(not set),15.19,1
United States,ORD201609221740,166.64,Google Women's Short Sleeve Shirt Blue,(not set),15.19,1
United States,ORD201609221740,166.64,Android BTTF Cosmos Graphic Tee,(not set),15.99,1
United States,ORD201609221740,166.64,Google Men's Bayside Graphic Tee,(not set),15.99,1
United States,ORD201609221741,194.94,Google Men's  Zip Hoodie,(not set),44.79,1
United States,ORD201609221741,194.94,YouTube Men's Fleece Hoodie Black,(not set),44.79,1
United States,ORD201609221741,194.94,Google Men's Vintage Badge Tee Green,(not set),13.59,1
United States,ORD201609221741,194.94,YouTube Men's Vintage Tee,(not set),13.59,1
United States,ORD201609221741,194.94,YouTube Women's Fleece Hoodie Black,(not set),44.79,1
United States,ORD201609221741,194.94,Google Infant Zip Hood Pink,(not set),30.39,1
United States,ORD201609221742,184.21,Collapsible Shopping Bag,(not set),4.99,3
United States,ORD201609221742,184.21,Sport Bag,(not set),4.99,3
United States,ORD201609221742,184.21,Google 22 oz Water Bottle,(not set),2.99,3
United States,ORD201609221742,184.21,22 oz Android Bottle,(not set),2.99,4
United States,ORD201609221742,184.21,Maze Pen,(not set),0.99,10
United States,ORD201609221742,184.21,SPF-15 Slim & Slender Lip Balm,(not set),2.5,5
United States,ORD201609221742,184.21,Google Men's 100% Cotton Short Sleeve Hero Tee White,(not set),16.99,1
United States,ORD201609221742,184.21,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),16.99,1
United States,ORD201609221742,184.21,Google Men's 100% Cotton Short Sleeve Hero Tee Red,(not set),16.99,1
United States,ORD201609221742,184.21,Google Women's Short Sleeve V-Neck Tee Black,(not set),16.99,1
United States,ORD201609221742,184.21,Google Women's Hero V-Neck Tee White,(not set),16.99,1
United States,ORD201609221742,184.21,Google Women's Short Sleeve V-Neck Tee Lavender,(not set),16.99,1
United States,ORD201609221742,184.21,Ballpoint LED Light Pen,(not set),2.5,2
United States,ORD201609231075,85.41,Red Shine 15 oz Mug,(not set),12.99,1
United States,ORD201609231075,85.41,Android Rise 14 oz Mug,(not set),12.99,1
United States,ORD201609231075,85.41,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609231075,85.41,Android Sticker Sheet Ultra Removable,(not set),2.99,1
United States,ORD201609231075,85.41,Google 22 oz Water Bottle,(not set),2.99,1
United States,ORD201609231075,85.41,22 oz Android Bottle,(not set),2.99,1
United States,ORD201609231075,85.41,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),16.99,1
United States,ORD201609231075,85.41,Google Men's Vintage Badge Tee Green,(not set),16.99,1
United States,ORD201609231075,85.41,Ballpoint Stick Pen 4 Pack,(not set),3.99,1
United States,ORD201609231075,85.41,Rainbow Stylus Pen,(not set),1.5,1
United States,ORD201609231209,106.99,Google Alpine Style Backpack,(not set),99.99,1
United States,ORD201609231191,226.01,Google Men's Watershed Full Zip Hoodie Grey,(not set),87.99,1
United States,ORD201609231191,226.01,Windup Android,(not set),3.19,3
United States,ORD201609231191,226.01,Google Laptop and Cell Phone Stickers,(not set),1.59,5
United States,ORD201609231191,226.01,Keyboard DOT Sticker,(not set),1.2,5
United States,ORD201609231191,226.01,Google Sunglasses,(not set),2.8,2
United States,ORD201609231191,226.01,Google Sunglasses,(not set),2.8,2
United States,ORD201609231191,226.01,Google Sunglasses,(not set),2.8,2
United States,ORD201609231191,226.01,Google Sunglasses,(not set),2.8,2
United States,ORD201609231191,226.01,8 pc Android Sticker Sheet,(not set),1.59,5
United States,ORD201609231191,226.01,Android Sticker Sheet Ultra Removable,(not set),2.39,3
United States,ORD201609231191,226.01,Maze Pen,(not set),0.79,5
United States,ORD201609231191,226.01,Android Journal Book Set,(not set),7.19,1
United States,ORD201609231191,226.01,Red Spiral Google Notebook,(not set),7.99,1
United States,ORD201609231191,226.01,Spiral Notebook and Pen Set,(not set),4.79,1
United States,ORD201609231191,226.01,Grip Highlighter Pen 3 Pack,(not set),3.99,2
United States,ORD201609231191,226.01,Rubber Grip Ballpoint Pen 4 Pack,(not set),3.99,5
United States,ORD201609231191,226.01,YouTube Leatherette Notebook Combo,(not set),5.59,1
United States,ORD201609231191,226.01,Rocket Flashlight,(not set),3.99,2
United States,ORD201609231191,226.01,Google 22 oz Water Bottle,(not set),2.39,2
United States,ORD201609231191,226.01,Google 22 oz Water Bottle,(not set),2.39,2
United States,ORD201609231260,197.36,Ballpoint Pen Blue,(not set),0.99,14
United States,ORD201609231260,197.36,Rubber Grip Ballpoint Pen 4 Pack,(not set),4.99,10
United States,ORD201609231260,197.36,Galaxy Screen Cleaning Cloth,(not set),1.99,14
United States,ORD201609231260,197.36,SPF-15 Slim & Slender Lip Balm,(not set),2.5,2
United States,ORD201609231260,197.36,Windup Android,(not set),3.99,1
United States,ORD201609231260,197.36,Google Long Sleeve Raglan Badge Henley Ocean Blue,(not set),24.99,1
United States,ORD201609231260,197.36,Engraved Ceramic Google Mug,(not set),8.99,1
United States,ORD201609231260,197.36,Google 22 oz Water Bottle,(not set),2.99,5
United States,ORD201609231260,197.36,Google Metallic Notebook Set,(not set),5.99,2
United States,ORD201609231260,197.36,Google Laptop and Cell Phone Stickers,(not set),1.99,10
United States,ORD201609231260,197.36,8 pc Android Sticker Sheet,(not set),1.99,6
United States,ORD201609231280,110.98,Compact Bluetooth Speaker,(not set),79.99,1
United States,ORD201609231280,110.98,20 oz Stainless Steel Insulated Tumbler,(not set),24.99,1
United States,ORD201609231284,39.99,Google Heavyweight Long Sleeve Hero Tee Burgundy,(not set),31.99,1
United States,ORD201609231369,49.79,YouTube Men's Fleece Hoodie Black,(not set),44.79,1
United States,ORD201609231385,46.78,Google Baby Essentials Set,(not set),27.19,1
United States,ORD201609231385,46.78,Google Toddler Short Sleeve T-shirt Royal Blue,(not set),13.59,1
United States,ORD201609231379,239.57,Men's Softshell Jacket Black/Grey,(not set),79.19,1
United States,ORD201609231379,239.57,Men's Softshell Jacket Black/Grey,(not set),79.19,2
United States,ORD201609231393,132.85,Leatherette Journal,(not set),8.79,15
United States,ORD201609231447,20.99,YouTube Men's Short Sleeve Hero Tee Charcoal,(not set),18.99,1
United States,ORD201609231445,25.99,Google Women's Short Sleeve Hero Tee White,(not set),16.99,1
United States,ORD201609231461,41.98,Google Men's Short Sleeve Badge Tee Charcoal,(not set),18.99,1
United States,ORD201609231461,41.98,Android BTTF Moonshot Graphic Tee,(not set),19.99,1
United States,ORD201609231459,33.0,Gift Card - $25.00,(not set),25.0,1
United States,ORD201609231467,51.98,Google Onesie Royal Blue,(not set),23.99,1
United States,ORD201609231467,51.98,Google Onesie Red,(not set),23.99,1
United States,ORD201609231471,60.94,Google Bluetooth Headphones,(not set),49.99,1
United States,ORD201609231471,60.94,Foam Can and Bottle Cooler,(not set),1.99,2
United States,ORD201609231471,60.94,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609231471,60.94,Badge Holder,(not set),1.99,2
United States,ORD201609231507,201.0,Gift Card - $50.00,(not set),50.0,1
United States,ORD201609231510,24.99,Google Insulated Stainless Steel Bottle,(not set),19.99,1
United States,ORD201609231513,58.98,Google Baby Essentials Set,(not set),33.99,1
United States,ORD201609231513,58.98,Google Onesie Red,(not set),23.99,1
United States,ORD201609231534,91.13,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),13.59,1
United States,ORD201609231534,91.13,Google Women's Short Sleeve Hero Tee Red Heather,(not set),15.19,1
United States,ORD201609231534,91.13,Google Toddler Short Sleeve T-shirt Royal Blue,(not set),13.59,1
United States,ORD201609231534,91.13,Google Toddler Short Sleeve Tee Red,(not set),13.59,1
United States,ORD201609231534,91.13,Google Toddler Short Sleeve T-shirt Yellow,(not set),13.59,1
United States,ORD201609231534,91.13,Google Toddler Short Sleeve T-shirt Royal Blue,(not set),13.59,1
United States,ORD201609231534,91.13,Crunch-It Dog Toy,(not set),3.99,1
United States,ORD201609231540,119.32,Google Women's Hero V-Neck Tee White,(not set),13.59,1
United States,ORD201609231540,119.32,Google Women's Hero V-Neck Tee White,(not set),13.59,2
United States,ORD201609231540,119.32,Google Women's Short Sleeve Hero Tee Red Heather,(not set),15.19,1
United States,ORD201609231540,119.32,Google Men's 100% Cotton Short Sleeve Hero Tee White,(not set),13.59,1
United States,ORD201609231540,119.32,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),13.59,1
United States,ORD201609231540,119.32,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),13.59,1
United States,ORD201609231540,119.32,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),13.59,1
United States,ORD201609231541,11.97,Windup Android,(not set),3.99,1
United States,ORD201609231541,11.97,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609231541,11.97,Keyboard DOT Sticker,(not set),1.5,2
United States,ORD201609231541,11.97,8 pc Android Sticker Sheet,(not set),1.99,1
United States,ORD201609231544,31.48,YouTube Leatherette Notebook Combo,(not set),6.99,1
United States,ORD201609231544,31.48,Fashion Sunglasses & Pouch,(not set),4.5,1
United States,ORD201609231544,31.48,Android Men's Short Sleeve Hero Tee Heather,(not set),16.99,1
United States,ORD201609231546,54.0,Color Changing Grip Pen,(not set),1.5,15
United States,ORD201609231546,54.0,Rainbow Stylus Pen,(not set),1.5,15
United States,ORD20160924998,24.99,YouTube Trucker Hat,(not set),21.99,1
United States,ORD201609241019,24.99,Google Youth Short Sleeve Tee White,(not set),18.99,1
United States,ORD201609241057,112.99,Google Women's 1/4 Zip Jacket Charcoal,(not set),109.99,1
United States,ORD201609241059,12.5,Fashion Sunglasses & Pouch,(not set),4.5,1
United States,ORD201609241063,74.55,Four Color Retractable Pen,(not set),2.39,2
United States,ORD201609241063,74.55,Leatherette Journal,(not set),8.79,1
United States,ORD201609241063,74.55,20 oz Stainless Steel Insulated Tumbler,(not set),19.99,1
United States,ORD201609241063,74.55,Google Bluetooth Headphones,(not set),39.99,1
United States,ORD201609241063,61.76,YouTube Men's Short Sleeve Hero Tee Charcoal,(not set),15.19,2
United States,ORD201609241063,61.76,Google Men's Short Sleeve Badge Tee Charcoal,(not set),15.19,2
United States,ORD201609241066,25.98,Google Women's Hero V-Neck Tee White,(not set),16.99,1
United States,ORD201609241066,25.98,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609241074,21.98,Engraved Ceramic Google Mug,(not set),8.99,2
United States,ORD201609241075,18.48,Engraved Ceramic Google Mug,(not set),8.99,1
United States,ORD201609241075,18.48,Keyboard DOT Sticker,(not set),1.5,1
United States,ORD201609241075,18.48,Badge Holder,(not set),1.99,1
United States,ORD201609241085,98.36,Google Women's Tee Grey,(not set),23.99,1
United States,ORD201609241085,98.36,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),16.99,1
United States,ORD201609241085,98.36,Suitcase Organizer Cubes,(not set),21.99,1
United States,ORD201609241085,98.36,Foam Can and Bottle Cooler,(not set),1.99,1
United States,ORD201609241085,98.36,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609241085,98.36,Badge Holder,(not set),1.99,1
United States,ORD201609241085,98.36,Colored Pencil Set,(not set),2.99,1
United States,ORD201609241085,98.36,Google Stylus Pen w/ LED Light,(not set),5.5,1
United States,ORD201609241085,98.36,Pen Pencil & Highlighter Set,(not set),3.99,1
United States,ORD201609241085,98.36,Ballpoint Pen Blue,(not set),0.99,5
United States,ORD201609241085,98.36,Grip Highlighter Pen 3 Pack,(not set),4.99,1
United States,ORD201609241090,128.22,Google Heavyweight Long Sleeve Hero Tee Navy,(not set),31.99,1
United States,ORD201609241090,128.22,Google Men's  Zip Hoodie,(not set),44.79,1
United States,ORD201609241090,128.22,Google Kick Ball,(not set),1.59,1
United States,ORD201609241090,128.22,Google Sunglasses,(not set),2.8,1
United States,ORD201609241090,128.22,Google Laptop and Cell Phone Stickers,(not set),1.59,7
United States,ORD201609241090,128.22,8 pc Android Sticker Sheet,(not set),1.59,4
United States,ORD201609241090,128.22,YouTube Custom Decals,(not set),1.59,2
United States,ORD201609241090,128.22,Four Color Retractable Pen,(not set),2.39,1
United States,ORD201609241090,128.22,Retractable Ballpoint Pen Red,(not set),1.0,3
United States,ORD201609241090,128.22,Google Long Sleeve Raglan Badge Henley Ocean Blue,(not set),19.99,1
United States,ORD20160924891,12.97,Windup Android,(not set),3.99,3
United States,ORD20160924927,61.99,Google Women's Lightweight Microfleece Jacket,(not set),59.99,1
United States,ORD20160925830,110.32,Colored Pencil Set,(not set),2.39,1
United States,ORD20160925830,110.32,Fashion Sunglasses & Pouch,(not set),3.6,1
United States,ORD20160925830,110.32,Red Spiral Google Notebook,(not set),7.99,1
United States,ORD20160925830,110.32,Google 17oz Stainless Steel Sport Bottle,(not set),15.19,1
United States,ORD20160925830,110.32,26 oz Double Wall Insulated Bottle,(not set),19.99,1
United States,ORD20160925830,110.32,20 oz Stainless Steel Insulated Tumbler,(not set),19.99,1
United States,ORD20160925830,110.32,Google Slim Utility Travel Bag,(not set),11.99,1
United States,ORD20160925830,110.32,Google Toddler Short Sleeve Tee White,(not set),13.59,1
United States,ORD20160925830,110.32,Four Color Retractable Pen,(not set),2.39,1
United States,ORD20160925830,110.32,Color Changing Grip Pen,(not set),1.2,2
United States,ORD20160925830,110.32,Gel Roller Pen,(not set),2.8,1
United States,ORD201609251014,20.99,Google Women's Short Sleeve Hero Tee Red Heather,(not set),18.99,1
United States,ORD201609251018,67.4,Ballpoint Pen Blue,(not set),0.99,60
United States,ORD201609251038,198.68,Google Metallic Notebook Set,(not set),5.99,32
United States,ORD201609251039,24.99,Google Women's Short Sleeve Hero Tee White,(not set),16.99,1
United States,ORD201609251050,18.99,YouTube Men's Short Sleeve Hero Tee Black,(not set),16.99,1
United States,ORD201609251054,42.98,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),16.99,1
United States,ORD201609251054,42.98,Google Women's Short Sleeve Hero Tee Red Heather,(not set),18.99,1
United States,ORD201609251058,23.98,YouTube Leatherette Notebook Combo,(not set),6.99,1
United States,ORD201609251058,23.98,YouTube Twill Cap,(not set),10.99,1
United States,ORD201609251061,90.24,22 oz YouTube Bottle Infuser,(not set),3.99,7
United States,ORD201609251061,90.24,YouTube Leatherette Notebook Combo,(not set),5.59,7
United States,ORD201609251061,90.24,YouTube Men's Vintage Tee,(not set),13.59,1
United States,ORD201609251061,90.24,YouTube Custom Decals,(not set),1.59,1
United States,ORD201609251070,42.48,Google Infant Short Sleeve Tee White,(not set),16.99,2
United States,ORD201609251070,42.48,Rainbow Stylus Pen,(not set),1.5,5
United States,ORD201609251071,126.99,Google G Noise-reducing Bluetooth Headphones,(not set),119.99,1
United States,ORD201609251083,28.49,Google Women's Short Sleeve Hero Tee White,(not set),16.99,1
United States,ORD201609251083,28.49,Reusable Shopping Bag,(not set),3.5,1
United States,ORD201609251097,20.94,Google Stylus Pen w/ LED Light,(not set),5.5,2
United States,ORD201609251097,20.94,Maze Pen,(not set),0.99,6
United States,ORD201609251116,65.94,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),16.99,1
United States,ORD201609251116,65.94,Google Women's Hero V-Neck Tee White,(not set),16.99,1
United States,ORD201609251116,65.94,Pen Pencil & Highlighter Set,(not set),3.99,2
United States,ORD201609251116,65.94,Google Metallic Notebook Set,(not set),5.99,1
United States,ORD201609251116,65.94,24 oz USA Made Aluminum Bottle,(not set),9.99,1
United States,ORD201609251118,127.94,Android Sticker Sheet Ultra Removable,(not set),2.99,1
United States,ORD201609251118,127.94,Android Men's  Zip Hoodie,(not set),55.99,1
United States,ORD201609251118,127.94,Android Men's Short Sleeve Tri-blend Hero Tee Grey,(not set),18.99,1
United States,ORD201609251118,127.94,Google Tri-blend Hoodie Grey,(not set),39.99,1
United States,ORD201609251118,127.94,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609251118,127.94,Keyboard DOT Sticker,(not set),1.5,2
United States,ORD201609251118,127.94,YouTube Custom Decals,(not set),1.99,1
United States,ORD201609251119,43.92,Windup Android,(not set),3.99,1
United States,ORD201609251119,43.92,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609251119,43.92,Four Color Retractable Pen,(not set),2.99,1
United States,ORD201609251119,43.92,Retractable Ballpoint Pen Red,(not set),1.25,4
United States,ORD201609251119,43.92,Maze Pen,(not set),0.99,4
United States,ORD201609251119,43.92,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),16.99,1
United States,ORD201609251122,10.48,Badge Holder,(not set),1.99,1
United States,ORD201609251122,10.48,Google 22 oz Water Bottle,(not set),2.99,1
United States,ORD201609251122,10.48,Bottle Opener Clip,(not set),3.5,1
United States,ORD201609251127,58.46,Bottle Opener Clip,(not set),3.5,1
United States,ORD201609251127,58.46,Metal Earbuds with Small Zipper Case,(not set),10.99,1
United States,ORD201609251127,58.46,Google Twill Cap,(not set),10.99,1
United States,ORD201609251127,58.46,Keyboard DOT Sticker,(not set),1.5,2
United States,ORD201609251127,58.46,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609251127,58.46,Google Men's 3/4 Sleeve Raglan Henley Grey,(not set),24.99,1
United States,ORD201609261706,62.99,Google Men's Airflow 1/4 Zip Pullover Black,(not set),55.99,1
United States,ORD201609261706,66.99,Google Women's Lightweight Microfleece Jacket,(not set),59.99,1
United States,ORD201609261703,255.73,Insulated Bottle,(not set),17.59,9
United States,ORD201609261703,255.73,Google Ballpoint Pen Black,(not set),1.59,9
United States,ORD201609261703,255.73,Leatherette Journal,(not set),8.79,9
United States,ORD201609261724,20.98,Red Shine 15 oz Mug,(not set),12.99,1
United States,ORD201609261724,20.98,Google Laptop and Cell Phone Stickers,(not set),1.99,1
United States,ORD201609261730,161.98,Google Laptop Backpack,(not set),79.99,2
United States,ORD201609261748,36.99,Micro Wireless Earbud,(not set),31.99,1
United States,ORD201609261765,49.79,Android Men's  Zip Hoodie,(not set),44.79,1
United States,ORD201609261769,128.99,Google Men's Performance Full Zip Jacket Black,(not set),119.99,1
United States,ORD201609261776,108.99,Google Alpine Style Backpack,(not set),99.99,1
United States,ORD201609261776,88.99,Google Alpine Style Backpack,(not set),79.99,1
United States,ORD201609261782,24.99,26 oz Double Wall Insulated Bottle,(not set),19.99,1
United States,ORD201609261780,29.98,YouTube Women's Short Sleeve Crew Tee,(not set),18.99,1
United States,ORD201609261780,29.98,YouTube Custom Decals,(not set),1.99,1
United States,ORD201609261784,38.98,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),16.99,2
Canada,ORD201609261794,2401.7,Google Alpine Style Backpack,(not set),79.99,30
United States,ORD201609261804,34.0,Gift Card - $25.00,(not set),25.0,1
United States,ORD201609261805,407.74,Google Women's Lightweight Microfleece Jacket,(not set),74.99,1
United States,ORD201609261805,407.74,Google Men's  Zip Hoodie,(not set),55.99,1
United States,ORD201609261805,407.74,Google Laptop and Cell Phone Stickers,(not set),1.99,12
United States,ORD201609261805,407.74,8 pc Android Sticker Sheet,(not set),1.99,8
United States,ORD201609261805,407.74,Google Women's Quilted Insulated Vest Black,(not set),74.99,1
United States,ORD201609261805,407.74,Android Women's Long Sleeve Blended Cardigan Grey,(not set),29.99,1
United States,ORD201609261805,407.74,Google Women's Fleece Hoodie,(not set),55.99,1
United States,ORD201609261805,407.74,Google Men's Airflow 1/4 Zip Pullover Lapis,(not set),69.99,1
United States,ORD201609261811,306.5,Red Spiral Google Notebook,(not set),9.99,20
United States,ORD201609261811,306.5,Ballpoint Stick Pen 4 Pack,(not set),3.99,10
United States,ORD201609261811,306.5,Google 22 oz Water Bottle,(not set),2.99,10
United States,ORD201609261811,306.5,Google 22 oz Water Bottle,(not set),2.99,10
